9/2/18 10:37 PM
Project Statistics

                 	Segments	 Words	Characters (without spaces)	Characters (including spaces)	#Files	
Total:           	   83781	236094	                    2186903	                      2187662	  1382	
Remaining:       	   71463	203011	                    1882933	                      1883472	  1102	
Unique:          	   82356	234535	                    2178933	                      2179689	  1382	
Unique Remaining:	   70714	202173	                    1878287	                      1878823	  1102	


Individual File Statistics:

File Name	Total Segments	Remaining Segments	Unique Segments	Unique Remaining Segments	Total Words	Remaining Words	Unique Words	Unique Remaining Words	Total Characters (without spaces)	Remaining Characters (without spaces)	Unique Characters (without spaces)	Unique Remaining Characters (without spaces)	Total Characters (including spaces)	Remaining Characters (including spaces)	Unique Characters (including spaces)	Unique Remaining Characters (including spaces)	
1236.txt 	            76	                76	             74	                       74	        206	            206	         203	                   203	                             2041	                                 2041	                              2031	                                        2031	                               2041	                                   2041	                                2031	                                          2031	
1237.txt 	            37	                36	             36	                       36	         95	             94	          94	                    94	                             1037	                                 1032	                              1032	                                        1032	                               1037	                                   1032	                                1032	                                          1032	
1238.txt 	            40	                39	             39	                       39	        105	            104	         104	                   104	                             1030	                                 1023	                              1023	                                        1023	                               1030	                                   1023	                                1023	                                          1023	
1239.txt 	            65	                65	             65	                       65	        209	            209	         209	                   209	                             2018	                                 2018	                              2018	                                        2018	                               2018	                                   2018	                                2018	                                          2018	
1240.txt 	            34	                34	             34	                       34	        114	            114	         114	                   114	                             1028	                                 1028	                              1028	                                        1028	                               1028	                                   1028	                                1028	                                          1028	
1241.txt 	           137	               136	            134	                      134	        411	            410	         408	                   408	                             4039	                                 4035	                              4023	                                        4023	                               4039	                                   4035	                                4023	                                          4023	
1242.txt 	            36	                36	             36	                       36	        100	            100	         100	                   100	                             1048	                                 1048	                              1048	                                        1048	                               1048	                                   1048	                                1048	                                          1048	
1243.txt 	            37	                36	             35	                       35	        106	            105	         104	                   104	                             1038	                                 1034	                              1028	                                        1028	                               1038	                                   1034	                                1028	                                          1028	
1244.txt 	            65	                64	             64	                       64	        232	            231	         231	                   231	                             2047	                                 2042	                              2042	                                        2042	                               2047	                                   2042	                                2042	                                          2042	
1245.txt 	            52	                51	             50	                       50	        110	            109	         108	                   108	                             1036	                                 1027	                              1024	                                        1024	                               1036	                                   1027	                                1024	                                          1024	
1246.txt 	            36	                35	             35	                       35	        106	            105	         105	                   105	                             1030	                                 1021	                              1021	                                        1021	                               1030	                                   1021	                                1021	                                          1021	
1247.txt 	            73	                73	             73	                       73	        206	            206	         206	                   206	                             2025	                                 2025	                              2025	                                        2025	                               2025	                                   2025	                                2025	                                          2025	
1248.txt 	            31	                31	             30	                       30	        121	            121	         120	                   120	                             1020	                                 1020	                              1015	                                        1015	                               1020	                                   1020	                                1015	                                          1015	
1249.txt 	            35	                35	             34	                       34	        109	            109	         108	                   108	                             1009	                                 1009	                               999	                                         999	                               1009	                                   1009	                                 999	                                           999	
1250.txt 	            36	                36	             35	                       35	        111	            111	         110	                   110	                             1025	                                 1025	                              1020	                                        1020	                               1025	                                   1025	                                1020	                                          1020	
1251.txt 	            41	                41	             41	                       41	        119	            119	         119	                   119	                             1048	                                 1048	                              1048	                                        1048	                               1048	                                   1048	                                1048	                                          1048	
1252.txt 	            37	                37	             37	                       37	         98	             98	          98	                    98	                             1021	                                 1021	                              1021	                                        1021	                               1021	                                   1021	                                1021	                                          1021	
1253.txt 	            92	                91	             90	                       90	        200	            199	         198	                   198	                             2015	                                 2010	                              2003	                                        2003	                               2015	                                   2010	                                2003	                                          2003	
1254.txt 	            46	                46	             45	                       45	        106	            106	         105	                   105	                             1015	                                 1015	                              1013	                                        1013	                               1015	                                   1015	                                1013	                                          1013	
1255.txt 	           130	               128	            128	                      128	        311	            309	         309	                   309	                             3031	                                 3022	                              3022	                                        3022	                               3031	                                   3022	                                3022	                                          3022	
1256.txt 	           168	               165	            162	                      162	        430	            427	         424	                   424	                             4052	                                 4035	                              4022	                                        4022	                               4052	                                   4035	                                4022	                                          4022	
1257.txt 	           125	               123	            120	                      120	        332	            330	         327	                   327	                             3047	                                 3037	                              3022	                                        3022	                               3051	                                   3041	                                3026	                                          3026	
1258.txt 	            45	                44	             44	                       44	        111	            110	         110	                   110	                             1036	                                 1031	                              1031	                                        1031	                               1036	                                   1031	                                1031	                                          1031	
1259.txt 	            68	                66	             66	                       66	        196	            194	         194	                   194	                             2015	                                 2009	                              2009	                                        2009	                               2019	                                   2013	                                2013	                                          2013	
1260.txt 	           188	               186	            181	                      181	        417	            415	         411	                   411	                             4022	                                 4011	                              3995	                                        3995	                               4022	                                   4011	                                3995	                                          3995	
1261.txt 	            94	                92	             90	                       90	        218	            216	         214	                   214	                             2028	                                 2019	                              2006	                                        2006	                               2028	                                   2019	                                2006	                                          2006	
1262.txt 	            90	                89	             89	                       89	        218	            217	         217	                   217	                             2067	                                 2064	                              2064	                                        2064	                               2068	                                   2065	                                2065	                                          2065	
1263.txt 	           188	               187	            184	                      184	        428	            427	         424	                   424	                             4074	                                 4070	                              4055	                                        4055	                               4074	                                   4070	                                4055	                                          4055	
1264.txt 	           134	               134	            132	                      132	        423	            423	         421	                   421	                             4027	                                 4027	                              4016	                                        4016	                               4027	                                   4027	                                4016	                                          4016	
1265.txt 	            47	                47	             46	                       46	        108	            108	         107	                   107	                             1031	                                 1031	                              1026	                                        1026	                               1031	                                   1031	                                1026	                                          1026	
1266.txt 	            44	                44	             44	                       44	        119	            119	         119	                   119	                             1067	                                 1067	                              1067	                                        1067	                               1068	                                   1068	                                1068	                                          1068	
1267.txt 	           181	               179	            174	                      174	        438	            436	         431	                   431	                             4076	                                 4070	                              4046	                                        4046	                               4077	                                   4071	                                4047	                                          4047	
1268.txt 	            40	                40	             40	                       40	        113	            113	         113	                   113	                             1036	                                 1036	                              1036	                                        1036	                               1036	                                   1036	                                1036	                                          1036	
1269.txt 	           203	               198	            198	                      198	        586	            579	         579	                   579	                             5111	                                 5075	                              5075	                                        5075	                               5113	                                   5077	                                5077	                                          5077	
1270.txt 	            40	                39	             39	                       39	        111	            110	         110	                   110	                             1052	                                 1048	                              1048	                                        1048	                               1052	                                   1048	                                1048	                                          1048	
1271.txt 	            42	                42	             42	                       42	        104	            104	         104	                   104	                             1014	                                 1014	                              1014	                                        1014	                               1014	                                   1014	                                1014	                                          1014	
1272.txt 	            45	                44	             44	                       44	        104	            103	         103	                   103	                             1022	                                 1018	                              1018	                                        1018	                               1022	                                   1018	                                1018	                                          1018	
1273.txt 	            40	                39	             39	                       39	        107	            106	         106	                   106	                             1017	                                 1012	                              1012	                                        1012	                               1017	                                   1012	                                1012	                                          1012	
1274.txt 	            84	                84	             84	                       84	        220	            220	         220	                   220	                             2036	                                 2036	                              2036	                                        2036	                               2036	                                   2036	                                2036	                                          2036	
1275.txt 	            31	                31	             30	                       30	        111	            111	         110	                   110	                             1020	                                 1020	                              1018	                                        1018	                               1020	                                   1020	                                1018	                                          1018	
1276.txt 	            43	                43	             43	                       43	        109	            109	         109	                   109	                             1036	                                 1036	                              1036	                                        1036	                               1037	                                   1037	                                1037	                                          1037	
1277.txt 	            38	                38	             38	                       38	        107	            107	         107	                   107	                             1031	                                 1031	                              1031	                                        1031	                               1031	                                   1031	                                1031	                                          1031	
1278.txt 	            43	                43	             43	                       43	        117	            117	         117	                   117	                             1033	                                 1033	                              1033	                                        1033	                               1033	                                   1033	                                1033	                                          1033	
1279.txt 	           115	               115	            114	                      114	        335	            335	         333	                   333	                             3025	                                 3025	                              3015	                                        3015	                               3026	                                   3026	                                3016	                                          3016	
1280.txt 	            39	                39	             39	                       39	        107	            107	         107	                   107	                             1026	                                 1026	                              1026	                                        1026	                               1027	                                   1027	                                1027	                                          1027	
1281.txt 	            48	                48	             48	                       48	        116	            116	         116	                   116	                             1016	                                 1016	                              1016	                                        1016	                               1016	                                   1016	                                1016	                                          1016	
1282.txt 	            84	                84	             84	                       84	        219	            219	         219	                   219	                             2036	                                 2036	                              2036	                                        2036	                               2036	                                   2036	                                2036	                                          2036	
1283.txt 	            83	                83	             83	                       83	        220	            220	         220	                   220	                             2040	                                 2040	                              2040	                                        2040	                               2040	                                   2040	                                2040	                                          2040	
1284.txt 	            69	                69	             69	                       69	        231	            231	         231	                   231	                             2037	                                 2037	                              2037	                                        2037	                               2038	                                   2038	                                2038	                                          2038	
1285.txt 	            24	                24	             24	                       24	        111	            111	         111	                   111	                             1020	                                 1020	                              1020	                                        1020	                               1021	                                   1021	                                1021	                                          1021	
1286.txt 	            42	                41	             39	                       39	        112	            111	         109	                   109	                             1026	                                 1024	                              1012	                                        1012	                               1026	                                   1024	                                1012	                                          1012	
1287.txt 	            41	                41	             41	                       41	        113	            113	         113	                   113	                             1011	                                 1011	                              1011	                                        1011	                               1011	                                   1011	                                1011	                                          1011	
1288.txt 	            47	                47	             46	                       46	         98	             98	          97	                    97	                             1023	                                 1023	                              1018	                                        1018	                               1023	                                   1023	                                1018	                                          1018	
1289.txt 	            64	                64	             64	                       64	        235	            235	         235	                   235	                             2032	                                 2032	                              2032	                                        2032	                               2032	                                   2032	                                2032	                                          2032	
1290.txt 	            38	                38	             38	                       38	        127	            127	         127	                   127	                             1012	                                 1012	                              1012	                                        1012	                               1012	                                   1012	                                1012	                                          1012	
1291.txt 	            41	                41	             40	                       40	        129	            129	         128	                   128	                             1018	                                 1018	                              1014	                                        1014	                               1018	                                   1018	                                1014	                                          1014	
1292.txt 	            48	                45	             45	                       45	        123	            120	         120	                   120	                             1032	                                 1023	                              1023	                                        1023	                               1034	                                   1025	                                1025	                                          1025	
1293.txt 	            43	                40	             40	                       40	        118	            118	         118	                   118	                             1038	                                 1026	                              1026	                                        1026	                               1038	                                   1026	                                1026	                                          1026	
1294.txt 	            33	                33	             32	                       32	        121	            121	         120	                   120	                             1025	                                 1025	                              1022	                                        1022	                               1025	                                   1025	                                1022	                                          1022	
1295.txt 	            44	                43	             43	                       43	        105	            104	         104	                   104	                             1014	                                 1010	                              1010	                                        1010	                               1014	                                   1010	                                1010	                                          1010	
1296.txt 	            33	                33	             33	                       33	        117	            117	         117	                   117	                             1010	                                 1010	                              1010	                                        1010	                               1010	                                   1010	                                1010	                                          1010	
1297.txt 	            35	                35	             34	                       34	        111	            111	         110	                   110	                             1013	                                 1013	                              1008	                                        1008	                               1013	                                   1013	                                1008	                                          1008	
1298.txt 	            36	                36	             36	                       36	        124	            124	         124	                   124	                             1040	                                 1040	                              1040	                                        1040	                               1040	                                   1040	                                1040	                                          1040	
1299.txt 	            40	                39	             39	                       39	        119	            118	         118	                   118	                             1023	                                 1018	                              1018	                                        1018	                               1023	                                   1018	                                1018	                                          1018	
1300.txt 	            35	                34	             34	                       34	        112	            111	         111	                   111	                             1014	                                 1009	                              1009	                                        1009	                               1014	                                   1009	                                1009	                                          1009	
1301.txt 	            49	                49	             48	                       48	        117	            117	         116	                   116	                             1035	                                 1035	                              1030	                                        1030	                               1035	                                   1035	                                1030	                                          1030	
1302.txt 	            41	                39	             38	                       38	        116	            114	         113	                   113	                             1026	                                 1019	                              1016	                                        1016	                               1026	                                   1019	                                1016	                                          1016	
1303.txt 	            35	                35	             35	                       35	        105	            105	         105	                   105	                             1026	                                 1026	                              1026	                                        1026	                               1026	                                   1026	                                1026	                                          1026	
1304.txt 	            33	                33	             33	                       33	        119	            119	         119	                   119	                             1016	                                 1016	                              1016	                                        1016	                               1016	                                   1016	                                1016	                                          1016	
1305.txt 	            40	                40	             40	                       40	        125	            125	         125	                   125	                             1027	                                 1027	                              1027	                                        1027	                               1027	                                   1027	                                1027	                                          1027	
1306.txt 	            38	                37	             37	                       37	        122	            121	         121	                   121	                             1012	                                 1008	                              1008	                                        1008	                               1012	                                   1008	                                1008	                                          1008	
1307.txt 	            46	                46	             46	                       46	        110	            110	         110	                   110	                             1034	                                 1034	                              1034	                                        1034	                               1034	                                   1034	                                1034	                                          1034	
1308.txt 	            44	                43	             42	                       42	        129	            128	         127	                   127	                             1041	                                 1036	                              1030	                                        1030	                               1041	                                   1036	                                1030	                                          1030	
1309.txt 	            46	                46	             46	                       46	        114	            114	         114	                   114	                             1025	                                 1025	                              1025	                                        1025	                               1025	                                   1025	                                1025	                                          1025	
1310.txt 	            46	                45	             45	                       45	        119	            118	         118	                   118	                             1019	                                 1017	                              1017	                                        1017	                               1019	                                   1017	                                1017	                                          1017	
1311.txt 	            43	                42	             42	                       42	        107	            106	         106	                   106	                             1014	                                 1007	                              1007	                                        1007	                               1014	                                   1007	                                1007	                                          1007	
1312.txt 	            45	                45	             44	                       44	        127	            127	         126	                   126	                             1025	                                 1025	                              1019	                                        1019	                               1025	                                   1025	                                1019	                                          1019	
1313.txt 	            99	                97	             94	                       94	        244	            242	         238	                   238	                             2073	                                 2060	                              2047	                                        2047	                               2074	                                   2061	                                2048	                                          2048	
1314.txt 	            54	                51	             51	                       51	        113	            109	         109	                   109	                             1018	                                 1007	                              1007	                                        1007	                               1018	                                   1007	                                1007	                                          1007	
1315.txt 	            29	                29	             29	                       29	        115	            115	         115	                   115	                             1020	                                 1020	                              1020	                                        1020	                               1020	                                   1020	                                1020	                                          1020	
1316.txt 	            42	                41	             41	                       41	        122	            121	         121	                   121	                             1021	                                 1017	                              1017	                                        1017	                               1021	                                   1017	                                1017	                                          1017	
1317.txt 	            48	                47	             46	                       46	        116	            115	         115	                   115	                             1035	                                 1027	                              1026	                                        1026	                               1035	                                   1027	                                1026	                                          1026	
1318.txt 	            48	                48	             48	                       48	        116	            116	         116	                   116	                             1056	                                 1056	                              1056	                                        1056	                               1056	                                   1056	                                1056	                                          1056	
1319.txt 	            32	                32	             32	                       32	        106	            106	         106	                   106	                             1021	                                 1021	                              1021	                                        1021	                               1021	                                   1021	                                1021	                                          1021	
1320.txt 	            51	                50	             50	                       50	        114	            113	         113	                   113	                             1033	                                 1029	                              1029	                                        1029	                               1033	                                   1029	                                1029	                                          1029	
1321.txt 	            27	                27	             24	                       24	        108	            108	         105	                   105	                             1061	                                 1061	                              1044	                                        1044	                               1061	                                   1061	                                1044	                                          1044	
1322.txt 	            33	                33	             32	                       32	        116	            116	         115	                   115	                             1025	                                 1025	                              1017	                                        1017	                               1025	                                   1025	                                1017	                                          1017	
1323.txt 	           102	               101	            101	                      101	        351	            350	         350	                   350	                             3044	                                 3040	                              3040	                                        3040	                               3045	                                   3041	                                3041	                                          3041	
1324.txt 	            84	                83	             82	                       82	        215	            214	         213	                   213	                             2026	                                 2017	                              2009	                                        2009	                               2026	                                   2017	                                2009	                                          2009	
1325.txt 	            81	                81	             78	                       78	        225	            225	         222	                   222	                             2014	                                 2014	                              1996	                                        1996	                               2014	                                   2014	                                1996	                                          1996	
1326.txt 	            32	                32	             29	                       29	         94	             94	          91	                    91	                             1044	                                 1044	                              1028	                                        1028	                               1044	                                   1044	                                1028	                                          1028	
1327.txt 	            92	                92	             90	                       90	        327	            327	         325	                   325	                             3023	                                 3023	                              3010	                                        3010	                               3023	                                   3023	                                3010	                                          3010	
1328.txt 	           178	               175	            169	                      169	        448	            445	         439	                   439	                             4049	                                 4035	                              4004	                                        4004	                               4049	                                   4035	                                4004	                                          4004	
1329.txt 	           146	               145	            141	                      141	        434	            433	         429	                   429	                             4123	                                 4119	                              4098	                                        4098	                               4123	                                   4119	                                4098	                                          4098	
1330.txt 	            60	                60	             60	                       60	        223	            223	         223	                   223	                             2029	                                 2029	                              2029	                                        2029	                               2030	                                   2030	                                2030	                                          2030	
1331.txt 	            65	                64	             62	                       62	        226	            225	         223	                   223	                             2038	                                 2034	                              2024	                                        2024	                               2038	                                   2034	                                2024	                                          2024	
1332.txt 	           112	               110	            109	                      109	        423	            421	         420	                   420	                             4016	                                 4006	                              3998	                                        3998	                               4016	                                   4006	                                3998	                                          3998	
1333.txt 	            42	                41	             41	                       41	        114	            113	         113	                   113	                             1011	                                 1007	                              1007	                                        1007	                               1011	                                   1007	                                1007	                                          1007	
