9/2/18 10:37 PM
Project Statistics

                 	Segments	 Words	Characters (without spaces)	Characters (including spaces)	#Files	
Total:           	   83781	236094	                    2186903	                      2187662	  1382	
Remaining:       	   71463	203011	                    1882933	                      1883472	  1102	
Unique:          	   82356	234535	                    2178933	                      2179689	  1382	
Unique Remaining:	   70714	202173	                    1878287	                      1878823	  1102	


Individual File Statistics:

File Name	Total Segments	Remaining Segments	Unique Segments	Unique Remaining Segments	Total Words	Remaining Words	Unique Words	Unique Remaining Words	Total Characters (without spaces)	Remaining Characters (without spaces)	Unique Characters (without spaces)	Unique Remaining Characters (without spaces)	Total Characters (including spaces)	Remaining Characters (including spaces)	Unique Characters (including spaces)	Unique Remaining Characters (including spaces)	
0424.txt 	            46	                 0	             46	                        0	        105	              0	         105	                     0	                             1017	                                    0	                              1017	                                           0	                               1017	                                      0	                                1017	                                             0	
0425.txt 	            42	                 0	             41	                        0	        115	              0	         114	                     0	                             1049	                                    0	                              1044	                                           0	                               1049	                                      0	                                1044	                                             0	
0426.txt 	            40	                 0	             40	                        0	        105	              0	         105	                     0	                             1032	                                    0	                              1032	                                           0	                               1033	                                      0	                                1033	                                             0	
0427.txt 	            45	                 0	             44	                        0	        111	              0	         110	                     0	                             1070	                                    0	                              1066	                                           0	                               1071	                                      0	                                1067	                                             0	
0428.txt 	            39	                 0	             39	                        0	         99	              0	          99	                     0	                             1027	                                    0	                              1027	                                           0	                               1027	                                      0	                                1027	                                             0	
0429.txt 	            51	                 0	             51	                        0	        119	              0	         119	                     0	                             1044	                                    0	                              1044	                                           0	                               1045	                                      0	                                1045	                                             0	
0430.txt 	            48	                 0	             48	                        0	        105	              0	         105	                     0	                             1019	                                    0	                              1019	                                           0	                               1020	                                      0	                                1020	                                             0	
0431.txt 	            42	                 0	             42	                        0	        102	              0	         102	                     0	                             1012	                                    0	                              1012	                                           0	                               1013	                                      0	                                1013	                                             0	
0432.txt 	            46	                 0	             46	                        0	        101	              0	         101	                     0	                             1044	                                    0	                              1044	                                           0	                               1045	                                      0	                                1045	                                             0	
0433.txt 	            44	                 0	             44	                        0	        103	              0	         103	                     0	                             1055	                                    0	                              1055	                                           0	                               1056	                                      0	                                1056	                                             0	
0434.txt 	            42	                 0	             41	                        0	        102	              0	         101	                     0	                             1035	                                    0	                              1030	                                           0	                               1035	                                      0	                                1030	                                             0	
0435.txt 	            39	                 0	             39	                        0	        119	              0	         119	                     0	                             1052	                                    0	                              1052	                                           0	                               1053	                                      0	                                1053	                                             0	
0436.txt 	            44	                 0	             42	                        0	        112	              0	         110	                     0	                             1024	                                    0	                              1015	                                           0	                               1025	                                      0	                                1016	                                             0	
0437.txt 	            74	                 0	             74	                        0	        230	              0	         230	                     0	                             2053	                                    0	                              2053	                                           0	                               2054	                                      0	                                2054	                                             0	
0438.txt 	            35	                 0	             35	                        0	        123	              0	         123	                     0	                             1052	                                    0	                              1052	                                           0	                               1053	                                      0	                                1053	                                             0	
0439.txt 	            42	                 0	             42	                        0	        101	              0	         101	                     0	                             1017	                                    0	                              1017	                                           0	                               1018	                                      0	                                1018	                                             0	
0440.txt 	            38	                 0	             38	                        0	        118	              0	         118	                     0	                             1025	                                    0	                              1025	                                           0	                               1025	                                      0	                                1025	                                             0	
0441.txt 	            41	                 0	             41	                        0	        106	              0	         106	                     0	                             1029	                                    0	                              1029	                                           0	                               1030	                                      0	                                1030	                                             0	
0442.txt 	            45	                 0	             45	                        0	        110	              0	         110	                     0	                             1027	                                    0	                              1027	                                           0	                               1028	                                      0	                                1028	                                             0	
0443.txt 	            33	                 0	             33	                        0	         93	              0	          93	                     0	                             1026	                                    0	                              1026	                                           0	                               1027	                                      0	                                1027	                                             0	
0444.txt 	            28	                 0	             28	                        0	        118	              0	         118	                     0	                             1022	                                    0	                              1022	                                           0	                               1022	                                      0	                                1022	                                             0	
0445.txt 	            39	                 0	             38	                        0	        103	              0	         102	                     0	                             1024	                                    0	                              1020	                                           0	                               1024	                                      0	                                1020	                                             0	
0446.txt 	            33	                 0	             33	                        0	        112	              0	         112	                     0	                             1019	                                    0	                              1019	                                           0	                               1020	                                      0	                                1020	                                             0	
0447.txt 	            50	                 0	             49	                        0	        120	              0	         119	                     0	                             1049	                                    0	                              1045	                                           0	                               1050	                                      0	                                1046	                                             0	
0448.txt 	            47	                 0	             47	                        0	        124	              0	         124	                     0	                             1058	                                    0	                              1058	                                           0	                               1059	                                      0	                                1059	                                             0	
0449.txt 	            54	                 0	             53	                        0	        118	              0	         117	                     0	                             1035	                                    0	                              1030	                                           0	                               1036	                                      0	                                1031	                                             0	
0450.txt 	            41	                 0	             39	                        0	        110	              0	         108	                     0	                             1015	                                    0	                              1003	                                           0	                               1016	                                      0	                                1004	                                             0	
0451.txt 	            45	                 0	             45	                        0	        111	              0	         111	                     0	                             1041	                                    0	                              1041	                                           0	                               1041	                                      0	                                1041	                                             0	
0452.txt 	            40	                 0	             39	                        0	        109	              0	         108	                     0	                             1019	                                    0	                              1014	                                           0	                               1020	                                      0	                                1015	                                             0	
0453.txt 	            27	                 0	             27	                        0	        116	              0	         116	                     0	                             1042	                                    0	                              1042	                                           0	                               1043	                                      0	                                1043	                                             0	
0454.txt 	            36	                 0	             34	                        0	        106	              0	         103	                     0	                             1020	                                    0	                              1010	                                           0	                               1021	                                      0	                                1011	                                             0	
0455.txt 	            51	                 0	             50	                        0	        122	              0	         121	                     0	                             1059	                                    0	                              1051	                                           0	                               1060	                                      0	                                1052	                                             0	
0456.txt 	            53	                 0	             52	                        0	        111	              0	         109	                     0	                             1067	                                    0	                              1063	                                           0	                               1067	                                      0	                                1063	                                             0	
0457.txt 	            64	                 0	             62	                        0	        119	              0	         115	                     0	                             1053	                                    0	                              1045	                                           0	                               1054	                                      0	                                1046	                                             0	
0458.txt 	            48	                 0	             48	                        0	        118	              0	         118	                     0	                             1046	                                    0	                              1046	                                           0	                               1047	                                      0	                                1047	                                             0	
0459.txt 	            41	                 0	             40	                        0	        121	              0	         120	                     0	                             1091	                                    0	                              1085	                                           0	                               1092	                                      0	                                1086	                                             0	
0460.txt 	            38	                 0	             36	                        0	        114	              0	         112	                     0	                             1023	                                    0	                              1014	                                           0	                               1023	                                      0	                                1014	                                             0	
0461.txt 	            36	                 0	             36	                        0	        111	              0	         111	                     0	                             1030	                                    0	                              1030	                                           0	                               1031	                                      0	                                1031	                                             0	
0462.txt 	            27	                 0	             27	                        0	        108	              0	         108	                     0	                             1054	                                    0	                              1054	                                           0	                               1054	                                      0	                                1054	                                             0	
0463.txt 	            45	                 0	             43	                        0	        136	              0	         134	                     0	                             1103	                                    0	                              1095	                                           0	                               1104	                                      0	                                1096	                                             0	
0464.txt 	            36	                 0	             36	                        0	        119	              0	         119	                     0	                             1059	                                    0	                              1059	                                           0	                               1060	                                      0	                                1060	                                             0	
0465.txt 	            45	                 0	             45	                        0	        113	              0	         113	                     0	                             1055	                                    0	                              1055	                                           0	                               1056	                                      0	                                1056	                                             0	
0466.txt 	            43	                 0	             41	                        0	        107	              0	         104	                     0	                             1027	                                    0	                              1014	                                           0	                               1028	                                      0	                                1015	                                             0	
0467.txt 	            38	                 0	             38	                        0	        112	              0	         112	                     0	                             1021	                                    0	                              1021	                                           0	                               1022	                                      0	                                1022	                                             0	
0468.txt 	            49	                 0	             49	                        0	        100	              0	         100	                     0	                             1020	                                    0	                              1020	                                           0	                               1021	                                      0	                                1021	                                             0	
0469.txt 	            32	                 0	             32	                        0	        100	              0	         100	                     0	                             1033	                                    0	                              1033	                                           0	                               1034	                                      0	                                1034	                                             0	
0470.txt 	            49	                 0	             49	                        0	         99	              0	          99	                     0	                             1018	                                    0	                              1018	                                           0	                               1019	                                      0	                                1019	                                             0	
0471.txt 	            45	                 0	             45	                        0	        120	              0	         120	                     0	                             1093	                                    0	                              1093	                                           0	                               1094	                                      0	                                1094	                                             0	
0472.txt 	            36	                 0	             36	                        0	         95	              0	          95	                     0	                             1010	                                    0	                              1010	                                           0	                               1011	                                      0	                                1011	                                             0	
0473.txt 	            40	                 0	             39	                        0	        120	              0	         119	                     0	                             1043	                                    0	                              1039	                                           0	                               1044	                                      0	                                1040	                                             0	
0474.txt 	            38	                 0	             38	                        0	        116	              0	         116	                     0	                             1037	                                    0	                              1037	                                           0	                               1038	                                      0	                                1038	                                             0	
0475.txt 	            40	                 0	             40	                        0	        112	              0	         112	                     0	                             1032	                                    0	                              1032	                                           0	                               1032	                                      0	                                1032	                                             0	
0476.txt 	            95	                 0	             95	                        0	        221	              0	         221	                     0	                             2034	                                    0	                              2034	                                           0	                               2035	                                      0	                                2035	                                             0	
0477.txt 	            36	                 0	             36	                        0	        114	              0	         114	                     0	                             1068	                                    0	                              1068	                                           0	                               1068	                                      0	                                1068	                                             0	
0478.txt 	            48	                 0	             47	                        0	        116	              0	         115	                     0	                             1066	                                    0	                              1062	                                           0	                               1067	                                      0	                                1063	                                             0	
0479.txt 	            57	                 1	             57	                        1	        144	              0	         144	                     0	                             1289	                                   10	                              1289	                                          10	                               1290	                                     10	                                1290	                                            10	
0480.txt 	            36	                 0	             36	                        0	        125	              0	         125	                     0	                             1047	                                    0	                              1047	                                           0	                               1047	                                      0	                                1047	                                             0	
0481.txt 	            26	                 0	             26	                        0	        118	              0	         118	                     0	                             1031	                                    0	                              1031	                                           0	                               1031	                                      0	                                1031	                                             0	
0482.txt 	            27	                 0	             26	                        0	        112	              0	         111	                     0	                             1034	                                    0	                              1027	                                           0	                               1035	                                      0	                                1028	                                             0	
0483.txt 	            21	                 0	             21	                        0	        105	              0	         105	                     0	                             1016	                                    0	                              1016	                                           0	                               1016	                                      0	                                1016	                                             0	
0484.txt 	            37	                 0	             37	                        0	        110	              0	         110	                     0	                             1061	                                    0	                              1061	                                           0	                               1062	                                      0	                                1062	                                             0	
0485.txt 	            34	                 0	             34	                        0	        104	              0	         104	                     0	                             1077	                                    0	                              1077	                                           0	                               1078	                                      0	                                1078	                                             0	
0486.txt 	            39	                 0	             39	                        0	        122	              0	         122	                     0	                             1078	                                    0	                              1078	                                           0	                               1078	                                      0	                                1078	                                             0	
0487.txt 	            30	                 0	             29	                        0	        120	              0	         119	                     0	                             1036	                                    0	                              1032	                                           0	                               1037	                                      0	                                1033	                                             0	
0488.txt 	            36	                 0	             36	                        0	        112	              0	         112	                     0	                             1023	                                    0	                              1023	                                           0	                               1024	                                      0	                                1024	                                             0	
0489.txt 	            45	                 0	             45	                        0	        116	              0	         116	                     0	                             1021	                                    0	                              1021	                                           0	                               1022	                                      0	                                1022	                                             0	
0490.txt 	            56	                 0	             55	                        0	        123	              0	         122	                     0	                             1030	                                    0	                              1028	                                           0	                               1031	                                      0	                                1029	                                             0	
0491.txt 	            35	                 0	             35	                        0	        121	              0	         121	                     0	                             1063	                                    0	                              1063	                                           0	                               1064	                                      0	                                1064	                                             0	
0492.txt 	            48	                 0	             47	                        0	        114	              0	         113	                     0	                             1069	                                    0	                              1061	                                           0	                               1070	                                      0	                                1062	                                             0	
0493.txt 	            46	                 0	             45	                        0	        119	              0	         118	                     0	                             1024	                                    0	                              1022	                                           0	                               1025	                                      0	                                1023	                                             0	
0494.txt 	            60	                 0	             60	                        0	        106	              0	         106	                     0	                             1093	                                    0	                              1093	                                           0	                               1094	                                      0	                                1094	                                             0	
0495.txt 	            49	                 0	             47	                        0	         98	              0	          96	                     0	                             1024	                                    0	                              1014	                                           0	                               1025	                                      0	                                1015	                                             0	
0496.txt 	            37	                 0	             36	                        0	        102	              0	         100	                     0	                             1015	                                    0	                              1005	                                           0	                               1015	                                      0	                                1005	                                             0	
0497.txt 	            43	                 0	             43	                        0	        107	              0	         107	                     0	                             1034	                                    0	                              1034	                                           0	                               1035	                                      0	                                1035	                                             0	
0498.txt 	            52	                 0	             51	                        0	        103	              0	         102	                     0	                             1032	                                    0	                              1027	                                           0	                               1033	                                      0	                                1028	                                             0	
0499.txt 	            49	                 0	             49	                        0	        113	              0	         113	                     0	                             1092	                                    0	                              1092	                                           0	                               1093	                                      0	                                1093	                                             0	
0500.txt 	            41	                 0	             41	                        0	        101	              0	         101	                     0	                             1035	                                    0	                              1035	                                           0	                               1036	                                      0	                                1036	                                             0	
0501.txt 	            40	                 0	             40	                        0	        114	              0	         114	                     0	                             1034	                                    0	                              1034	                                           0	                               1035	                                      0	                                1035	                                             0	
0502.txt 	            48	                 0	             48	                        0	        106	              0	         106	                     0	                             1033	                                    0	                              1033	                                           0	                               1034	                                      0	                                1034	                                             0	
0503.txt 	            41	                 0	             41	                        0	        116	              0	         116	                     0	                             1018	                                    0	                              1018	                                           0	                               1019	                                      0	                                1019	                                             0	
0504.txt 	            52	                 0	             52	                        0	        102	              0	         102	                     0	                             1062	                                    0	                              1062	                                           0	                               1063	                                      0	                                1063	                                             0	
0505.txt 	            49	                 0	             49	                        0	        102	              0	         102	                     0	                             1052	                                    0	                              1052	                                           0	                               1053	                                      0	                                1053	                                             0	
0506.txt 	            52	                 0	             51	                        0	        109	              0	         108	                     0	                             1022	                                    0	                              1017	                                           0	                               1023	                                      0	                                1018	                                             0	
0507.txt 	            56	                 0	             56	                        0	        101	              0	         101	                     0	                             1031	                                    0	                              1031	                                           0	                               1032	                                      0	                                1032	                                             0	
0508.txt 	            37	                 0	             37	                        0	        123	              0	         123	                     0	                             1036	                                    0	                              1036	                                           0	                               1036	                                      0	                                1036	                                             0	
0509.txt 	            48	                 0	             48	                        0	        111	              0	         111	                     0	                             1062	                                    0	                              1062	                                           0	                               1063	                                      0	                                1063	                                             0	
0510.txt 	            42	                 0	             42	                        0	         95	              0	          95	                     0	                             1022	                                    0	                              1022	                                           0	                               1023	                                      0	                                1023	                                             0	
0511.txt 	            55	                 0	             55	                        0	        118	              0	         118	                     0	                             1058	                                    0	                              1058	                                           0	                               1058	                                      0	                                1058	                                             0	
0512.txt 	            45	                 0	             45	                        0	        116	              0	         116	                     0	                             1041	                                    0	                              1041	                                           0	                               1042	                                      0	                                1042	                                             0	
0513.txt 	            52	                 0	             52	                        0	        102	              0	         102	                     0	                             1027	                                    0	                              1027	                                           0	                               1027	                                      0	                                1027	                                             0	
0514.txt 	            45	                 0	             44	                        0	        109	              0	         108	                     0	                             1023	                                    0	                              1018	                                           0	                               1024	                                      0	                                1019	                                             0	
0515.txt 	            42	                 0	             41	                        0	        106	              0	         105	                     0	                             1049	                                    0	                              1045	                                           0	                               1049	                                      0	                                1045	                                             0	
0516.txt 	            46	                 0	             46	                        0	        108	              0	         108	                     0	                             1036	                                    0	                              1036	                                           0	                               1036	                                      0	                                1036	                                             0	
0517.txt 	            38	                 0	             38	                        0	        117	              0	         117	                     0	                             1038	                                    0	                              1038	                                           0	                               1039	                                      0	                                1039	                                             0	
0518.txt 	            28	                 0	             28	                        0	        115	              0	         115	                     0	                             1053	                                    0	                              1053	                                           0	                               1054	                                      0	                                1054	                                             0	
0519.txt 	            51	                 0	             50	                        0	        118	              0	         117	                     0	                             1060	                                    0	                              1049	                                           0	                               1061	                                      0	                                1050	                                             0	
0520.txt 	            42	                 0	             42	                        0	        111	              0	         111	                     0	                             1054	                                    0	                              1054	                                           0	                               1055	                                      0	                                1055	                                             0	
0521.txt 	            27	                 0	             27	                        0	        118	              0	         118	                     0	                             1092	                                    0	                              1092	                                           0	                               1093	                                      0	                                1093	                                             0	
